firm_id,firm_name,ticker,sector,region,year,total_assets,current_assets,current_liabilities,retained_earnings,ebit,total_debt,market_cap,revenue,X1,X2,X3,X4,X5,zscore,zscore_zone,in_distress,in_grey,in_safe,log_assets,leverage,liquidity,roa,revenue_growth,zscore_lag1
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2010,8735.07,3104.84,2364.59,3480.76,-51.78,4289.75,10838.22,10811.29,0.08474459849777964,0.3984810654064593,-0.005927828855406997,2.5265388425898943,1.237687849095657,3.393616329193129,Safe,0,0,1,9.075101236273884,0.4910950913959476,1.3130563860965325,-0.005927828855406997,0.21527056496032015,4.2935109896934796
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2011,10380.96,3098.46,2622.23,3840.43,899.17,3895.43,19552.71,11436.41,0.045875333302507676,0.3699494073765818,0.08661723000570275,5.019397088383054,1.101671714369384,4.972126396708259,Safe,0,0,1,9.247728637992488,0.37524756862563774,1.1816125969117888,0.08661723000570275,0.05782103708253117,3.393616329193129
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2012,8267.2,4085.77,3347.52,4044.04,509.03,3856.13,12332.42,8728.88,0.08929867427907875,0.48916682794658406,0.061572237275014506,3.198133880341171,1.0558447842074703,3.969905463679833,Safe,0,0,1,9.02005115753292,0.46643724598413006,1.220536397093968,0.061572237275014506,-0.23674649649671542,4.972126396708259
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2013,10170.5,3890.28,3083.84,4409.02,912.43,4919.03,12183.99,11344.67,0.0792920702030382,0.4335106435278502,0.08971338675581338,2.4769090654051715,1.115448601347033,3.599713602066956,Safe,0,0,1,9.227246652042542,0.4836566540484735,1.261505136453253,0.08971338675581338,0.2996707481372183,3.969905463679833
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2014,10291.88,3177.8,2921.59,4655.91,617.22,4510.63,13077.75,11557.5,0.024894382756114535,0.4523867359510605,0.059971550387295625,2.8993178336507315,1.1229726736028793,3.723684179710216,Safe,0,0,1,9.239110513792271,0.43827075325402165,1.0876953987383582,0.059971550387295625,0.01876035177753077,3.599713602066956
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2015,9902.36,5082.16,4386.69,4817.11,403.02,3454.78,21615.35,10747.88,0.07023275259635078,0.4864608032832577,0.04069938883256112,6.256650206380724,1.085385706033713,5.73900824072178,Safe,0,0,1,9.200528391552153,0.34888450833942614,1.1585409500101445,0.04069938883256112,-0.07005148172182574,3.723684179710216
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2016,8414.5,2648.67,2083.69,5048.7,945.88,4822.87,9835.56,9236.32,0.06714362113019193,0.6,0.11241071959118189,2.039358307397877,1.0976671222294847,3.612809826675341,Safe,0,0,1,9.037711687153127,0.5731618040287598,1.2711439801505982,0.11241071959118189,-0.1406379676736249,5.73900824072178
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2017,8126.54,3695.72,3122.18,4875.93,564.55,3189.75,14727.5,8933.92,0.07057616156445425,0.6000007383215982,0.06946990970326855,4.6171330041539305,1.099351015315251,5.0235739473559775,Safe,0,0,1,9.002890527699332,0.392510219601454,1.1836985695891973,0.06946990970326855,-0.03274031215895501,3.612809826675341
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2018,8732.26,2530.49,2197.71,5017.75,354.56,4885.9,8350.7,8528.25,0.03810926381028505,0.5746221482182161,0.040603463479099336,1.709142634929082,0.9766372050305419,2.986316339546863,Grey,0,1,0,9.074779492764803,0.5595229642727083,1.1514212521215264,0.040603463479099336,-0.04540783888819244,5.0235739473559775
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2019,10062.99,3238.75,2317.76,5203.28,463.84,4344.43,10068.7,11842.89,0.09152249977392403,0.5170709699602205,0.046093656060475066,2.317611286175632,1.1768758589643833,3.553278053342347,Safe,0,0,1,9.216619616193398,0.4317235732123355,1.3973621082424408,0.046093656060475066,0.3886659044938878,2.986316339546863
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2020,8369.08,3984.8,2802.19,5021.45,617.43,3631.32,7015.25,10347.48,0.1413070492814025,0.6000002389748933,0.07377513418440258,1.931873258209136,1.2363939644500948,3.6485446558866386,Safe,0,0,1,9.032299241074293,0.4338971547649204,1.422030626046057,0.07377513418440258,-0.12627069912833777,3.553278053342347
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2021,8587.23,3124.12,2882.05,4876.98,-361.17,3775.86,16090.2,11364.74,0.02818953259665803,0.5679340136458438,-0.04205896429931422,4.261333841826763,1.3234465596007094,4.570387340729201,Safe,0,0,1,9.05803149498829,0.43970640124929694,1.0839922971495983,-0.04205896429931422,0.09830992666813554,3.6485446558866386
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2022,5925.47,1888.99,1576.79,3555.28,-509.01,2769.11,7875.63,6672.88,0.0526878036678947,0.5999996624740316,-0.0853091715479297,2.844101534428029,1.1261351420224894,3.454300688436257,Safe,0,0,1,8.687015287751795,0.46732326718386896,1.1979971968366112,-0.08590204658870941,-0.41284358463106063,4.570387340729201
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2023,4300.44,1435.59,985.04,2580.26,-246.03,1673.55,8414.44,5051.17,0.10476834928518942,0.5999990698626189,-0.05721042497976952,5.0278987780466675,1.174570509064189,4.968236090408843,Safe,0,0,1,8.366472622028144,0.38915785361497895,1.457392593194185,-0.05721042497976952,-0.24302999604368725,3.454300688436257
MAR001,Cosumar,CSR,Agro-alimentaire & Boissons,Casablanca-Settat,2024,3311.5,1449.87,1003.71,1986.9,270.44,1354.29,5300.1,3872.02,0.1347304846746187,0.6,0.081666918314963,3.913563564672264,1.1692646836780916,4.78858023453037,Safe,0,0,1,8.105156537925033,0.40896572550203836,1.4445108646919926,0.081666918314963,-0.23344096516252677,4.968236090408843
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2000,4537.29,1817.79,1227.07,1002.83,493.79,1987.42,7231.98,4682.86,0.13019225132182427,0.22101959539725255,0.1088292791512114,3.6388785460546837,1.0320830275340567,4.040204911508208,Safe,0,0,1,8.420085196510373,0.43801917003321367,1.4814069287000742,0.1088292791512114,,
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2001,4756.17,2405.24,2111.04,1321.42,796.46,1936.44,8040.59,6370.29,0.06185649377545374,0.27783279403385497,0.16745826999455446,4.152253620045031,1.3393739079974012,4.846532075184391,Safe,0,0,1,8.46719800149482,0.4071427219800806,1.1393625890556314,0.16745826999455446,0.3603417569604901,4.040204911508208
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2002,5113.38,1820.68,1249.75,1516.6,487.96,2499.69,6171.34,5957.85,0.11165413092709715,0.29659442482271997,0.09542807301628277,2.4688421364249167,1.165149079473851,3.5105841541468585,Safe,0,0,1,8.539615912678245,0.48885277448576087,1.4568353670734147,0.09542807301628277,-0.06474430520431562,4.846532075184391
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2003,5584.27,2387.85,2045.4,1749.16,581.41,2620.51,7768.26,5530.53,0.061324040563941175,0.31322984024769573,0.10411566775961763,2.9644076916325446,0.9903765398163054,3.6247134834260737,Safe,0,0,1,8.627708995708797,0.4692663499436811,1.1674244646523906,0.10411566775961763,-0.07172386011732435,3.5105841541468585
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2004,6739.61,2361.98,2042.97,2150.84,1004.18,3392.11,11427.53,7444.03,0.047333599421925006,0.31913419322483055,0.1489967520375808,3.36885596280781,1.1045194009742403,4.121110450204016,Safe,0,0,1,8.815757338730712,0.5033095386825054,1.1561501147838686,0.1489967520375808,0.34598853997718115,3.6247134834260737
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2005,6089.94,2731.17,1971.06,2238.72,219.7,3913.62,6767.77,6974.28,0.12481403757672492,0.36760953309884825,0.03607588908921927,1.729286440686628,1.1452132533325452,2.966265743169403,Grey,0,1,0,8.714393508438661,0.6426368732696874,1.385635140482786,0.03607588908921927,-0.06310425938638076,4.121110450204016
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2006,6807.79,1964.91,1483.23,2402.44,409.3,2552.66,8680.66,7594.12,0.07075423889397295,0.35289572680708425,0.06012230106980386,3.4006330651163887,1.115504444173513,3.933246980976384,Safe,0,0,1,8.825822823714006,0.3749616248444796,1.324750712971016,0.06012230106980386,0.08887512402713971,2.966265743169403
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2007,8076.49,2507.71,2040.09,2589.1,466.65,2983.17,15945.13,7557.01,0.05789891400843685,0.3205724268834605,0.05777881233060401,5.345028945718815,0.9356799797932023,4.851647522362454,Safe,0,0,1,8.996712651192952,0.3693646621242644,1.2292153777529424,0.05777881233060401,-0.004886675480503255,3.933246980976384
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2008,9449.86,4091.63,2467.28,3086.39,1243.23,3651.96,20160.08,10501.75,0.170227579490509,0.32660695502367226,0.1315606792058295,5.520345239268777,1.1113127601890398,5.519192977551295,Safe,0,0,1,9.153755205563233,0.3864565189325556,1.658356570798612,0.1315606792058295,0.3896699885272086,4.851647522362454
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2009,7436.88,2127.57,1801.32,3330.58,610.48,3663.57,8879.69,8302.59,0.04386920321425117,0.4478464087090285,0.08208818751949742,2.4237806292769077,1.116407687094588,3.5211950995248156,Safe,0,0,1,8.914206685034598,0.4926219059605641,1.1811171807341285,0.08208818751949742,-0.20940890803913637,5.519192977551295
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2010,7566.14,3416.14,2534.86,3657.31,816.83,3284.52,6924.92,9428.89,0.11647682966479601,0.4833785787733243,0.10795861562170407,2.108350687467271,1.2461955501748578,3.683971600087253,Safe,0,0,1,8.931438308854718,0.43410774846883615,1.3476641708023323,0.10795861562170407,0.135656463826348,3.5211950995248156
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2011,7026.63,2567.77,2395.09,4215.98,1533.97,3524.72,7870.03,8296.85,0.02457508079975747,0.6000002846314663,0.21830806517491316,2.2328099820694978,1.1807722905574936,4.110365390320167,Safe,0,0,1,8.857462495757256,0.5016231109365371,1.0720974994676609,0.21830806517491316,-0.120060791885365,3.683971600087253
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2012,6077.43,2334.49,2111.21,3646.46,160.82,2451.45,8736.06,7686.34,0.03673921377950873,0.6000003290864724,0.026461843246240596,3.5636296885516736,1.2647352581601103,4.37432467126018,Safe,0,0,1,8.712337188230077,0.4033695163909744,1.1057592565400882,0.026461843246240596,-0.07358334789709353,4.110365390320167
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2013,7666.61,3072.41,2026.4,3871.1,561.61,3500.09,6885.53,7468.41,0.13643709540461818,0.5049298190464886,0.0732540197036239,1.9672436994477283,0.9741476350042587,3.2668583808454805,Safe,0,0,1,8.944629814911513,0.45653685266369365,1.516191275167785,0.0732540197036239,-0.028352896176853992,4.37432467126018
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2014,7858.25,3285.64,2351.8,4038.39,418.24,3560.14,11191.46,9273.18,0.1188356186173766,0.5139044952756657,0.05322304584354023,3.1435449167729357,1.1800566283841822,4.103888665458411,Safe,0,0,1,8.96931921432345,0.45304488912925905,1.3970745811718681,0.05322304584354023,0.24165384599934936,3.2668583808454805
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2015,8629.32,4406.87,3450.33,4429.13,976.85,3040.93,15886.09,8552.28,0.11084766818242921,0.5132652399030283,0.1132012719426328,5.224089341089733,0.9910722977013253,5.350678637449008,Safe,0,0,1,9.062920986071486,0.35239509022727167,1.2772314532233149,0.1132012719426328,-0.07774032209015669,4.103888665458411
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2016,8815.95,3942.64,3267.39,4963.08,1334.85,3762.41,11763.72,9858.6,0.07659412768901819,0.5629659877835059,0.15141306382182293,3.126644889844541,1.1182685927211473,4.373983973363618,Safe,0,0,1,9.08431785987026,0.42677306472926907,1.2066634224870616,0.15141306382182293,0.15274523285018726,5.350678637449008
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2017,9106.46,4190.31,3564.25,5229.98,667.27,4384.59,10151.48,10263.36,0.0687489979640827,0.5743153761176132,0.07327435688511233,2.315263228716938,1.1270416824979193,3.64454532157051,Safe,0,0,1,9.116739330762032,0.48148127812563835,1.1756498562109843,0.07327435688511233,0.041056539468078634,4.373983973363618
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2018,6298.75,2904.29,1894.6,3779.25,-54.19,3200.37,6972.27,6252.07,0.16030005953562215,0.6,-0.00860329430442548,2.1785824764011665,0.9925890057551101,3.303707691833952,Safe,0,0,1,8.748106479994808,0.5080960508037309,1.532930433864668,-0.00860329430442548,-0.39083594456396353,3.64454532157051
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2019,6955.44,3534.38,2620.73,3981.81,506.41,3022.05,9611.88,7663.84,0.1313576136089162,0.5724742072392257,0.07280775910654108,3.1805827170298304,1.1018483374164683,4.2095565991515675,Safe,0,0,1,8.847279366195435,0.43448725026741664,1.3486242382847529,0.07280775910654108,0.2258084122538615,3.303707691833952
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2020,8148.14,3752.79,2534.4,4056.97,187.9,3484.65,7004.98,9726.77,0.14952983134801315,0.49790136153772513,0.02306047760593215,2.0102391918844074,1.193741148286603,3.3524819432872546,Safe,0,0,1,9.00554495932967,0.42766201857110947,1.4807410037878788,0.02306047760593215,0.2691770705025158,4.2095565991515675
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2021,7637.21,2947.71,2247.81,3988.9,-170.2,3094.12,9889.28,8823.23,0.09164341428348835,0.5222980643454874,-0.022285625247963587,3.1961527025454735,1.15529493100229,3.8406333764351626,Safe,0,0,1,8.940787632218854,0.40513747821521207,1.3113697332069882,-0.022285625247963587,-0.09289209059122405,3.3524819432872546
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2022,4508.31,2151.58,1742.16,2704.99,-325.9,2334.83,5384.57,5278.04,0.0908145180788366,0.600000887250433,-0.07228872903593585,2.3061935986774196,1.1707358189654216,3.2648778361984947,Safe,0,0,1,8.41367763943244,0.517894732172366,1.2350071176011388,-0.07228872903593585,-0.40180183447558315,3.8406333764351626
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2023,2894.68,1350.41,1132.67,1736.81,-368.51,1098.9,4025.41,3243.26,0.0752207497892686,0.6000006909226582,-0.0853091715479297,3.6631267631267628,1.1204209100833253,3.967042568890059,Safe,0,0,1,7.970629848491735,0.379627454502743,1.1922360440375397,-0.12730595437146766,-0.3855181089950057,3.2648778361984947
MAR002,Lesieur Cristal,LES,Agro-alimentaire & Boissons,Casablanca-Settat,2024,1859.98,573.83,479.13,1115.99,26.27,836.57,2476.53,2302.95,0.050914525962644785,0.6000010752803794,0.014123807782879385,2.9603380470253535,1.2381584748223098,3.9620688052687285,Safe,0,0,1,7.528321013961264,0.449773653480145,1.1976499071233278,0.014123807782879385,-0.2899274187083368,3.967042568890059
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2000,2077.96,693.34,494.0,629.35,169.23,976.82,2476.73,2566.03,0.09593062426610716,0.3028691601378275,0.08144045121176538,2.5355029585798814,1.2348794009509327,3.564068238409974,Safe,0,0,1,7.639141922195751,0.4700860459296618,1.4035222672064778,0.08144045121176538,,
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2001,2261.57,1010.87,615.87,757.03,319.18,1023.85,3470.42,2683.46,0.170227579490509,0.33473648836869957,0.14113204543746158,3.3895785515456365,1.1865473984886605,4.358934458464455,Safe,0,0,1,7.723814541346229,0.4527164757226175,1.641369120106516,0.14113204543746158,0.04576329972759474,3.564068238409974
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2002,3049.45,1056.85,648.99,926.91,424.71,1400.21,3413.63,3148.48,0.1337487087835511,0.3039597304431947,0.1392742953647379,2.437941451639397,1.0324747085540016,3.5408868274020087,Safe,0,0,1,8.02271652547158,0.4591680466969454,1.6284534430422655,0.1392742953647379,0.1732911986763357,4.358934458464455
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2003,3194.22,1518.25,1498.63,1101.72,437.03,1148.3,5629.45,3132.75,0.006142344609951692,0.34491049458083667,0.13681900432656485,4.902420970129757,0.980755865281665,4.863956667582297,Safe,0,0,1,8.0690982055513,0.359493084383668,1.0130919573210198,0.13681900432656485,-0.004996061591625134,3.5408868274020087
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2004,3105.39,1605.32,1086.94,1168.74,167.54,1681.8,3212.72,3550.36,0.16692911357349638,0.37635852501618156,0.05395135554632429,1.910286597692948,1.1432895707141455,3.194717873943634,Safe,0,0,1,8.04089459034481,0.5415744882285317,1.4769168491361067,0.05395135554632429,0.13330460458064008,4.863956667582297
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2005,2724.23,1069.22,797.13,1195.57,67.07,1214.13,3887.29,2733.58,0.09987776362495092,0.4388652940463911,0.024619800824453145,3.2017082190539723,1.0034321624826097,3.7399671646505768,Safe,0,0,1,7.909941098359917,0.44567822834342186,1.3413370466548744,0.024619800824453145,-0.23005554366317782,3.194717873943634
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2006,2448.18,950.21,770.97,1298.34,256.92,1107.43,3974.35,2563.87,0.07321357089756474,0.5303286523049776,0.10494326397568808,3.588804710004244,1.0472555122580856,4.377167507684449,Safe,0,0,1,7.8031001703408265,0.45234827504513564,1.2324863483663437,0.10494326397568808,-0.062083421739989375,3.7399671646505768
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2007,1822.35,803.98,683.76,1093.41,160.38,960.5,1947.84,2090.46,0.06596976431530718,0.6000000000000001,0.08800724339451807,2.027943779281624,1.1471232200181085,3.573477107967361,Safe,0,0,1,7.50788215596886,0.5270666995911872,1.1758219258219258,0.08800724339451807,-0.18464664745092374,4.377167507684449
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2008,2130.21,1044.65,649.21,1229.22,339.54,965.79,3984.77,2364.92,0.170227579490509,0.5770417001140733,0.15939273592744377,4.125917642551694,1.11018162528577,5.123859714925664,Safe,0,0,1,7.663975845392939,0.45337783598800113,1.6091095331248748,0.15939273592744377,0.13129167742984804,3.573477107967361
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2009,1933.28,548.07,443.8,1159.97,332.02,954.83,2163.41,2080.83,0.05393424646197138,0.6000010345112969,0.17173922039228667,2.2657541132976546,1.0763210709260944,3.9072355102694143,Safe,0,0,1,7.566973321278998,0.49389121079202186,1.2349481748535378,0.17173922039228667,-0.12012668504642865,5.123859714925664
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2010,2391.49,964.63,765.83,1207.59,119.06,832.33,4792.02,2260.51,0.08312809169179046,0.5049529791050767,0.04978486215706526,5.757355856451167,0.9452307975362642,5.370622237302536,Safe,0,0,1,7.779671881635548,0.3480382523029576,1.2595876369429246,0.04978486215706526,0.08635015835027393,3.9072355102694143
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2011,2443.13,835.5,643.79,1373.28,414.21,1139.81,3972.22,2974.35,0.07846901311023156,0.5620986193939741,0.1695407121192896,3.484984339495179,1.2174341930228845,4.749010029597489,Safe,0,0,1,7.801035283104348,0.4665367786405144,1.2977834386989546,0.1695407121192896,0.31578714537869756,5.370622237302536
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2012,2295.29,684.47,619.81,1311.84,-153.61,1022.65,3682.44,2518.22,0.028170732238627833,0.5715356229496055,-0.06692400524552454,3.600880066493913,1.0971249820284146,3.8707585554303323,Safe,0,0,1,7.738614476167458,0.44554282901071324,1.104322292315387,-0.06692400524552454,-0.15335451443172465,4.749010029597489
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2013,2142.54,688.52,428.11,1285.53,300.45,933.0,2842.9,2448.74,0.12154265497960363,0.6000028004144613,0.14023075415161443,3.047052518756699,1.1429144846770654,4.419762591187182,Safe,0,0,1,7.669747320075953,0.4354644487384133,1.6082782462451237,0.14023075415161443,-0.0275909173940323,3.8707585554303323
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2014,1955.65,783.86,644.12,1173.39,98.56,778.81,2090.44,2014.76,0.07145450361772301,0.6,0.05039756602664076,2.6841463258047535,1.030225244803518,3.7327704125155523,Safe,0,0,1,7.578477897978382,0.39823588065349114,1.216947152704465,0.05039756602664076,-0.17722583859454244,4.419762591187182
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2015,1751.41,804.92,563.78,1050.85,95.65,893.63,1790.43,1933.05,0.13768335227045636,0.6000022838741356,0.05461314026983973,2.003547329431644,1.1037107245019726,3.4912857051997674,Safe,0,0,1,7.468176456789764,0.5102346109705894,1.4277200326368442,0.05461314026983973,-0.04055569894180944,3.7327704125155523
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2016,1780.03,696.01,648.82,1068.02,166.23,596.14,4030.31,1867.83,0.026510789144003157,0.600001123576569,0.09338606652696864,6.760677022175999,1.0493250113762127,6.285719764200809,Safe,0,0,1,7.484385497076689,0.3349044679022264,1.0727320366203261,0.09338606652696864,-0.033739427329867344,3.4912857051997674
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2017,1828.39,708.28,613.68,1092.94,62.32,911.33,2338.21,1852.27,0.051739508529361905,0.5977608715864777,0.03408463183456483,2.56571165220063,1.013060670863437,3.5639195776941817,Safe,0,0,1,7.511191077179889,0.4984330476539469,1.154152001042889,0.03408463183456483,-0.008330522585031752,6.285719764200809
MAR003,Centrale Danone,CDM,Agro-alimentaire & Boissons,Casablanca-Settat,2018,1304.42,402.73,334.77,782.65,-17.72,494.23,1498.07,1458.22,0.05209978381196243,0.5999984667515064,-0.013584581653148525,3.031119114582279,1.11790680915656,3.794266752477001,Safe,0,0,1,7.173513776517644,0.3788887014918508,1.2030050482420769,-0.013584581653148525,-0.21273896354203214,3.5639195776941817
